name,description,channel_id,date_subscribed
Thuita W,Just another YouTuber who fell off his game.,UC3HUmbdnEUR7NzttoPGYbdg,2017-05-20T07:37:02Z
3OH!3,HIT ME HARDER,UC3IBRaFnWgy28FbS8y_hvQg,2016-10-08T21:04:49Z
Burna Boy,,UC3KWeu3r4c5MjBR-p04oFvw,2018-07-13T22:45:29.519147Z
Michelle Bisonga,"Hello everyone, I am Michelle Bisonga, i sing and really love music and generally arts. Do subscribe to my channel for more music videos and random ones as well",UC3Kv24OBUQs9vq9VIkgrd8Q,2017-01-20T22:51:10Z
PBS Idea Channel,"Here's an idea: a PBS show that examines the connections between pop culture, technology and art.

Mike Rugnetta posts new videos every Wednesday.",UC3LqW4ijMoENQ2Wv17ZrFJA,2017-06-07T09:24:01Z
Lana Del Rey,"Lana Del Rey on Vevo - Official Music Videos, Live Performances, Interviews and more...",UC3N5y6UWKJaKqoU2b_0MfTQ,2018-04-16T01:05:18.508249Z
ashanti,The official YouTube channel of the American Grammy Award winning Ashanti.,UC3NFtmTQ_bt87KOXx4QR3LA,2018-05-03T08:29:05.145129Z
SAM SMITH,"Listen to the Complete Sam Smith Playlist http://samsmith.world/CompletePLID 

http://samsmithworld.com/
http://www.twitter.com/samsmith
https://www.instagram.com/samsmith
https://soundcloud.com/samsmithworld
http://facebook.com/samsmithworld
http://youtube.com/samsmithworldVEVO",UC3Pa0DVzVkqEN_CwsNMapqg,2018-02-19T00:00:07.825594Z
zayn,,UC3PdiRW5dUA4V70ueeR1eHA,2019-05-09T21:19:10.397793Z
Marques Houston,"A member of Immature/IMx, Marques ""Batman"" Houston debuted as a solo artist in 2003 with MH (Interscope). Since joining Immature as a young adolescent in the early '90s, Houston has crossed over into television as a recurring cast member of Sister Sister, and he has taken on production duties with some of his IMx mates (as Platinum Status) for B2K and Destiny's Child. Along with producing some of his own material on MH, he enlisted the services of Kowan ""Q"" Paul, Kenny Whitehead, and Platinum Status member Troy Taylor. Naked followed in April of 2005. During the interim, he appeared in Fat Albert, continued songwriting and production work (Omarion, N2U, O'Ryan, Young Rome), and popped up on a mix of 50 Cent's ""Candy Shop."" Veteran, released in 2007, marked Houston's 15th year in the music business.",UC3QasmUTyafQzg5CYwx3fow,2018-04-18T23:45:26.995189Z
KCB Group,Opening Doors of Opportunity Since 1896.,UC3REin1loCe8bxtZJClwZ2A,2016-10-28T09:24:28Z
KwestaDaKAR,,UC3RPHJzIAQXh7RljmtFTxLw,2018-01-16T08:07:23.343215Z
Mutoriah,"Meet Mutoriah, the artist-producer. With his soulful voice and heartfelt lyrics, Mutoriah draws inspiration from a range of genres to create his signature sound - Electro AfroPop.

In 2016, Mutoriah's career took off when he joined Calif Records as a resident producer. From there, he co-founded his own record label, Me & My Cousin Entertainment, and began producing hit records for several artists, including Ayrosh, Serro, and Wanavokali.

In 2019, Mutoriah released his debut album, ""Dive In,"" which received critical acclaim and has been worldwide. Since then, he has continued to release new music, including the album 'Happiness', the hit single ""I Want"" with Chris Kaiga, and ""Presha,"" which landed a Netflix sync deal for the Kenyan film ""Christmas Love.""

For Mutoriah, He sees music as a way to connect with others and share his experiences. Whether you're going through a tough time or just looking for some inspiration, his music is sure to resonate with you.",UC3TgKjOR7IdKoPhoIHBB-xg,2019-10-03T11:34:31.535121Z
LastWeekTonight,"Breaking news on a weekly basis. Sundays at 11PM - only on HBO.
Subscribe to the Last Week Tonight channel for the latest videos from John Oliver and the LWT team.",UC3XTzVzaHQEd30rQbuvCtTQ,2015-01-13T09:42:16Z
3rdWorldSoul,,UC3YBU22j2AUpLUZEswQkkvg,2015-04-15T16:33:27Z
Muthoni Njoba,"Welcome to my channel.

My name is Muthoni Njoba I am a Makeup Artist, Mentor & Coach based in Nairobi,Kenya.

Over the past 16 years working as a full time Makeup Artist I’ve travelled extensively doing Bridal Makeup at destination weddings and working on clients for photoshoots, television shows and exclusive events in Nigeria, Ghana, Uganda, Rwanda, Zimbabwe, Tanzania, South Sudan, Ethiopia, Dubai and England. 

Check out my website www.muthoninjoba.com for more of my International experiences.

xoxo

Find me on Instagram
Personal Page @muthoninjoba
Work Page @muthoninjobamakeup
Website www.muthoninjoba.com

Email
muthoninjobamakeup@gmail.com",UC3YsLnCTHGOt5pxflqYpuVQ,2017-06-09T17:23:42Z
THE NOMAD MUM,"🌿 Welcome to The Nomad Mum KE 🌍

A visual diary of slow living, storytelling, travel, motherhood, and culture — seen through the lens of a Kenyan wanderer and filmmaker. ✨

Join me as I explore breathtaking destinations, document everyday beauty, capture meaningful human stories, and embrace life’s simple joys — from home styling and overlanding adventures to soulful reflections on motherhood and creativity.

🎥 Expect travel vlogs, cultural stories, cinematic visuals, and glimpses of life on the move — rooted in authenticity, curiosity, and calm.

👣 Wander. Create. Reflect. Belong.
Subscribe and journey with me through Kenya, Africa, and beyond. 🌍💛",UC3b6dsaxs197NV5Eq6x00yQ,2021-02-02T05:21:35.417273Z
Cher Lloyd,"GREEN LIGHT - Out Now 💚
Listen here: https://linktr.ee/cherlloyd",UC3hhq3Twc_jTYWzfL5BCa1A,2018-04-17T17:29:56.36192Z
Nicki Minaj,The official Nicki Minaj YouTube Channel - new music and exclusive videos 🎀,UC3jOd7GUMhpgJRBhiLzuLsg,2018-04-06T12:20:06.110221Z
SERRO KE,"Serro is a singer/songwriter and guitarist based in Nairobi, Kenya. She has consistently built a name for herself as one of Kenya’s top live performers with her signature fusion of Benga, Afro-soul, and Pop sounds. Her music focuses on themes that explore the human experience like love, family, society, culture, transitions, and more. Although some of her lyrics also feature English and other native African languages, she mainly sings in Kiswahili and Dholuo.

Her goal is to be “the go-to name for live music in Africa” just like her music influences, Miriam Makeba, Yemi Alade, Nina Ogot, Coster Ojwang, Sauti Sol, and Amanda Black.",UC3jh2iRv1htIn6gTwVp9-Hw,2016-10-27T16:37:32Z
Kendrick Lamar,,UC3lBXcrKFnFAFkfVk5WuKcQ,2020-01-14T01:21:06.025365Z
Sarkodie,"Michael Owusu Addo is the Ghanaian rap icon, best known as Sarkodie. With a career spanning 10 years at the top of his game and a decade since his landmark debut album, 2009’s joyous Makye - one of African music’s biggest and best-loved hip- hop albums; Sarkodie has embarked on his  exciting new chapter in his career with latest project 'Black Love'.

Sarkodie was influenced by the American rappers such as Ja Rule, Tupac, Biggie, 50 Cent, Nelly and more that filled the airwaves in his hometown of Tema, Ghana. 

As well as having tens of millions of album sales and over 80 awards to his name in his native Ghana, Sarkodie’s sound – a fizzing blend of hiplife, hip-hop and Afrobeats – has led to sold-out shows at London’s O2 Kentish Town Forum & performances with an impressive array of international names.

Subscribe to my channel and like my videos.

Channel managed by the MiPROMO Media Network.",UC3lnDRwdK-CD2xjO-16zmmg,2014-10-31T10:14:59Z
Journal of Orina!,,UC3mVSQ_KL7DlSVe_jG1TLLA,2021-04-07T19:50:09.815836Z
Muzik Trabolee,TRA is ART,UC3pkdKpXaeLUl_M6Y3kIDGA,2020-04-17T12:38:48.324142Z
OVO Sound,"The official OVO Sound YouTube channel. 

OVO SOUND is a record label founded by Aubrey Drake Graham and long-time friends and partners Noah “40” Shebib and Oliver El-Khatib. The label is based in Toronto, Ontario.",UC3rQdmWlTWyk_dGRHuV0_GA,2018-04-10T04:52:24.883752Z
The Film Theorists,"Hello Internet! Welcome to FILM THEORY! If you want to learn the secrets of your favorite movies and tv shows, then grab your popcorn because it’s about to get epic!

Our blockbuster theories include finding how to survive the scariest film monsters, exploring iconic superhero lore, and diving into the creepiest indie-horror series. Whether it’s streaming on Netflix, straight out of YouTube, or playing in a theater near you, we’re covering the nerdy world of film theories. Reserve your seat by clicking the Subscribe button!

For even more theories, check out our other channels: Game Theory, Food Theory, and Style Theory!

We have a strict policy on image use for our videos, which includes only using images licensed for reuse. If we use fanart we try to find a proper source to credit the artist, though things slip through. If you think we have used your art without your permission, let us know on the Game Theorist subreddit.",UC3sznuotAs2ohg_U__Jzj_Q,2019-10-08T22:21:14.162304Z
Taio Cruz,Pop & Dance Music & Clothing by Artist and Entrepreneur Taio Cruz,UC3tg0XIy-VL4z1rVJOtllFA,2018-04-19T22:41:19.995131Z
Big Boi,,UC4-QiB0scu8qjztVLkFSDDw,2018-04-27T00:00:42.848071Z
Shawn Mendes,"Shawn Mendes on Vevo - Official Music Videos, Live Performances, Interviews and more...",UC4-TgOSMJHn-LtY4zCzbQhw,2018-03-15T22:06:05.729741Z
Three Quarters Podcast,Kenya's Premiere Sports Videopodcast,UC4-zq_NPfE7YDUwPki4RVUA,2017-03-21T11:54:25Z
Cleo Abram,"Video journalist making optimistic tech explainers. Huge If True.

Instagram: https://www.instagram.com/cleoabram
TikTok: https://www.tiktok.com/@cleoabram 
Twitter: https://twitter.com/cleoabram

If you'd like to sponsor a Huge If True episode, reach out at the email below.

If you're looking for my bio, here it is:
Cleo Abram is a video journalist who produces Huge If True, an optimistic show about science and technology. Huge If True is an antidote to the doom and gloom, helping a wide audience see better futures they can help build. In each episode, Cleo dives deep into one innovation that could shape the future. She has explored humanoid robots at Boston Dynamics, supersonic planes at NASA, quantum computers at IBM, the Large Hadron Collider at CERN, and more. Previously, Cleo was a video producer at Vox and directed for Explained on Netflix. She was the host of Vox’s first ever daily show, Answered, as well as co-host of Vox’s YouTube Originals show, Glad You Asked.",UC415bOPUcGSamy543abLmRA,2022-04-23T12:48:11.186689Z
Just Jajja,,UC41aN7k5-dhOWH2uDM5wU8A,2017-01-02T15:52:01Z
BV Accurate,All-round Kenyan artist.,UC43KjDExEniALvc94B1Xi8A,2019-10-15T19:14:22.087727Z
anthonywritescode,"Various videos about programming and related topics.  Most videos will feature open source software and programming best practices.  For now, most videos will deal with python.

All slides and associated code are on github: https://github.com/anthonywritescode",UC46xhU1EH7aywEgvA9syS3w,2021-01-27T07:08:52.683018Z
Eric Omondi,"🎬 Welcome to Eric Omondi x Vista Digital

This is the official channel for business promotion, digital marketing, and brand elevation — powered by the creativity of Eric Omondi and the innovation of Vista Digital.

Here, entertainment meets marketing. We specialize in:
💡 Creative brand campaigns
📈 Digital marketing strategies
🎥 Viral promotional videos
🤝 Business collaborations & partnerships
🌍 Inspiring success stories

Our mission is simple: to help brands grow, connect, and stand out through the perfect blend of humor, storytelling, and digital expertise.

👉 Subscribe today and join the movement where marketing becomes entertainment!
📩 For business inquiries, collaborations, and promotions: [Insert Contact Email or Link]

#EricOmondi #VistaDigital #BusinessPromotion #DigitalMarketing #BrandGrowth #KenyaContentCreators",UC4Hvs9PzuXKhEY_CeTS1wvg,2015-12-10T13:18:54Z
Arrow Bwoy,"Kenyan Vocalist, Singer, Songwriter & Performer  | Bookings: utembeworld@gmail.com / +254 728 372 937",UC4JBX96jt6EtoRhJyGglGKQ,2018-10-27T21:21:47.057881Z
Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.",UC4JX40jDee_tINbkjycV4Sg,2020-02-12T17:08:11.327292Z
Kajairo,"Your Gift, Your Purpose!!",UC4LgOXgCToK4fd2WKN6xt-g,2017-01-09T21:50:31Z
WangechiVEVO,,UC4T1g6Uu68exkrY6drzAFrg,2017-06-05T13:51:11Z
OffDaGroundTV,Off Da Ground TV is the official channel of world renowned afrobeats artist Fuse ODG.,UC4VtxH7x5-crQ8Tyc33TuEg,2015-12-29T22:12:03Z
Daimlar Motorsports Kenya,"The opportunity to ride along something innovative and truly original seems very rare, in these days. The fact that most things that can be termed as truly fresh or unique, in most cases seem to simply be a replica of what has already been done. At Daimlar Motorsport we tend to think that we have identified the rare & unique ingredients that are needed to come up with something fresh and that resonates with the disruptive creative culture. Sheer, boundless passion for automobiles is what led to the start of Daimlar Motorsports Kenya, which in turn has grown to being a car enthusiast community – it's a passion that only true petrol heads can understand",UC4cbuKqfLUTmbo-4yNOK__Q,2018-01-13T15:31:31.998018Z
Watoto Wasome,,UC4iCHf2FuIjCPdbXQvTH-Nw,2024-07-16T16:55:37.755227Z
Variant Comics,"Each week Variant explores all things Comics and Geekdom! From comic character deep-dives to Marvel and DC movies, TV, video games, and even Comic-Cons — Variant has you covered!",UC4kjDjhexSVuC8JWk4ZanFw,2015-10-03T08:36:36Z
NAIRO BEEZ,3muskerteers,UC4mYmQXFcCh1zF8pkXuZIhA,2015-09-26T14:39:25Z
Jessie J,"The Official Jessie J YouTube Channel.
http://www.JessieJofficial.com",UC4pEp0mo54WhEBCTYvjVDJA,2020-08-26T10:46:05.036097Z
ART IN MOTION,"Creative Directors, Choreographers, Performers 

Thank you so much for stopping by

Don't forget to subscribe!",UC4pHpBVh66HnJL9MngmeHLg,2017-12-24T07:41:44.541382Z
Ultra Records,"Welcome to the Official Ultra Records channel, your destination for electronic dance music. Whether you want to listen to chill, electronic, dance, indie, trap, or pop music; we have you covered. 

Follow Us:
https://www.ultrarecords.com
https://www.youtube.com/@ultrarecords
https://discord.gg/ultrarecords
https://www.twitter.com/ultrarecords
https://www.facebook.com/ultrarecordsofficial
https://www.instagram.com/ultrarecordsofficial/
https://soundcloud.com/ultrarecords
https://open.spotify.com/user/ultramusicofficial",UC4rasfm9J-X4jNl9SvXp8xA,2016-04-11T18:45:28Z
NERD,,UC4taSodn3ll8iULPmxfxLyQ,2018-03-15T22:06:05.582384Z
Kato Change,"Kato is a guitarist and producer from Nairobi, Kenya. His self-directed style draws from a heritage of African music as well as Blues, Jazz and electronic music (Afro house).
Kato's debut album is a collaborative journey, with each artist sharing a unique perspective on creating music. His most recent release, ‘Sazile’ is an Afro- house EP with DJ Suraj and Winyo. He is an alumni fellow in several international artist residencies and has performed on some of the biggest stages around the world including 2021 Latin Grammy’s in Vegas, where his work as the producer of Luedji Luna's sophomore album was nominated. Her most recent album, Um Mar Pra Cada Um, has once again been nominated for the 2025 Latin Grammys. Kato contributed as a producer and guitarist.
Kato was lead guitarist in Tusker Project Fame and Coke Studio Africa. During this time Kato played for Salif Keita, Seun Kuti, Aloe Blacc, Ne-Yo, Trey Songz, Yemi Alade, Jason Derulo, Fally Ipupa and Burna boy among others.",UC4utEUn3UQ--zKVPwK-8YRQ,2014-06-11T11:02:52Z
Roy Captain Kenya,"Roy Captain is a performing artiste, pianist, vocalist, mcee, audio & video producer at Super Squad production.

Super Squad production does high quality music audios, videos & photography.
We are the Super Squad Brand Kenya!",UC4xIqBMuWxm5F2sli2St4Uw,2018-10-30T10:38:03.456525Z
Designers Craft,"The Designer's Craft is a monthly conversation that showcases technology designers from Africa. I feature user interface designers, user experience/interaction designers, product designers, content designers...and their leads!

Come meet the gurus behind the apps and websites you use every day. Come and learn about the craft and engage with them through these live sessions. 

DC is hosted by me, Dr. Kagonya Awori (PhD) and I have over a decade of professional and academic experience in Human-Computer Interaction , User Experience (UX) Research & Design and afrocentric research and design.",UC4xNiRJi3jJZYyEIQMxHF1w,2020-06-24T21:07:10.335948Z
